match_id,team,xg_for,xg_against,onclick,match,tooltip_lab
3915828,Exeter City,2.04,0.31,"window.open(""https://www.fotmob.com//match/3915828/matchfacts/exeter-city-vs-port-vale"")",Exeter City vs Port Vale,"<b>Match</b>: Exeter City vs Port Vale
<b>xG For</b>: 2.04
<b>xG Against</b>: 0.31"
3915828,Port Vale,0.31,2.04,"window.open(""https://www.fotmob.com//match/3915828/matchfacts/exeter-city-vs-port-vale"")",Exeter City vs Port Vale,"<b>Match</b>: Exeter City vs Port Vale
<b>xG For</b>: 0.31
<b>xG Against</b>: 2.04"
3915829,Fleetwood Town,1.15,1.62,"window.open(""https://www.fotmob.com//match/3915829/matchfacts/fleetwood-town-vs-plymouth-argyle"")",Fleetwood Town vs Plymouth Argyle,"<b>Match</b>: Fleetwood Town vs Plymouth Argyle
<b>xG For</b>: 1.15
<b>xG Against</b>: 1.62"
3915829,Plymouth Argyle,1.62,1.15,"window.open(""https://www.fotmob.com//match/3915829/matchfacts/fleetwood-town-vs-plymouth-argyle"")",Fleetwood Town vs Plymouth Argyle,"<b>Match</b>: Fleetwood Town vs Plymouth Argyle
<b>xG For</b>: 1.62
<b>xG Against</b>: 1.15"
3915830,Forest Green Rovers,1.55,0.95,"window.open(""https://www.fotmob.com//match/3915830/matchfacts/forest-green-rovers-vs-ipswich-town"")",Forest Green Rovers vs Ipswich Town,"<b>Match</b>: Forest Green Rovers vs Ipswich Town
<b>xG For</b>: 1.55
<b>xG Against</b>: 0.95"
3915830,Ipswich Town,0.95,1.55,"window.open(""https://www.fotmob.com//match/3915830/matchfacts/forest-green-rovers-vs-ipswich-town"")",Forest Green Rovers vs Ipswich Town,"<b>Match</b>: Forest Green Rovers vs Ipswich Town
<b>xG For</b>: 0.95
<b>xG Against</b>: 1.55"
3915831,Milton Keynes Dons,0.5,1.54,"window.open(""https://www.fotmob.com//match/3915831/matchfacts/milton-keynes-dons-vs-sheffield-wednesday"")",Milton Keynes Dons vs Sheffield Wednesday,"<b>Match</b>: Milton Keynes Dons vs Sheffield Wednesday
<b>xG For</b>: 0.5
<b>xG Against</b>: 1.54"
3915831,Sheffield Wednesday,1.54,0.5,"window.open(""https://www.fotmob.com//match/3915831/matchfacts/milton-keynes-dons-vs-sheffield-wednesday"")",Milton Keynes Dons vs Sheffield Wednesday,"<b>Match</b>: Milton Keynes Dons vs Sheffield Wednesday
<b>xG For</b>: 1.54
<b>xG Against</b>: 0.5"
3915832,Oxford United,0.74,0.5,"window.open(""https://www.fotmob.com//match/3915832/matchfacts/oxford-united-vs-cambridge-united"")",Oxford United vs Cambridge United,"<b>Match</b>: Oxford United vs Cambridge United
<b>xG For</b>: 0.74
<b>xG Against</b>: 0.5"
3915832,Cambridge United,0.5,0.74,"window.open(""https://www.fotmob.com//match/3915832/matchfacts/oxford-united-vs-cambridge-united"")",Oxford United vs Cambridge United,"<b>Match</b>: Oxford United vs Cambridge United
<b>xG For</b>: 0.5
<b>xG Against</b>: 0.74"
3915833,Peterborough United,1.01,0.59,"window.open(""https://www.fotmob.com//match/3915833/matchfacts/peterborough-united-vs-morecambe"")",Peterborough United vs Morecambe,"<b>Match</b>: Peterborough United vs Morecambe
<b>xG For</b>: 1.01
<b>xG Against</b>: 0.59"
3915833,Morecambe,0.59,1.01,"window.open(""https://www.fotmob.com//match/3915833/matchfacts/peterborough-united-vs-morecambe"")",Peterborough United vs Morecambe,"<b>Match</b>: Peterborough United vs Morecambe
<b>xG For</b>: 0.59
<b>xG Against</b>: 1.01"
3915834,Portsmouth,1.29,0.27,"window.open(""https://www.fotmob.com//match/3915834/matchfacts/portsmouth-vs-lincoln-city"")",Portsmouth vs Lincoln City,"<b>Match</b>: Portsmouth vs Lincoln City
<b>xG For</b>: 1.29
<b>xG Against</b>: 0.27"
3915834,Lincoln City,0.27,1.29,"window.open(""https://www.fotmob.com//match/3915834/matchfacts/portsmouth-vs-lincoln-city"")",Portsmouth vs Lincoln City,"<b>Match</b>: Portsmouth vs Lincoln City
<b>xG For</b>: 0.27
<b>xG Against</b>: 1.29"
3915835,Shrewsbury Town,0.85,0.36,"window.open(""https://www.fotmob.com//match/3915835/matchfacts/shrewsbury-town-vs-accrington-stanley"")",Shrewsbury Town vs Accrington Stanley,"<b>Match</b>: Shrewsbury Town vs Accrington Stanley
<b>xG For</b>: 0.85
<b>xG Against</b>: 0.36"
3915835,Accrington Stanley,0.36,0.85,"window.open(""https://www.fotmob.com//match/3915835/matchfacts/shrewsbury-town-vs-accrington-stanley"")",Shrewsbury Town vs Accrington Stanley,"<b>Match</b>: Shrewsbury Town vs Accrington Stanley
<b>xG For</b>: 0.36
<b>xG Against</b>: 0.85"
3915836,Accrington Stanley,1.56,3.72,"window.open(""https://www.fotmob.com//match/3915836/matchfacts/accrington-stanley-vs-burton-albion"")",Accrington Stanley vs Burton Albion,"<b>Match</b>: Accrington Stanley vs Burton Albion
<b>xG For</b>: 1.56
<b>xG Against</b>: 3.72"
3915836,Burton Albion,3.72,1.56,"window.open(""https://www.fotmob.com//match/3915836/matchfacts/accrington-stanley-vs-burton-albion"")",Accrington Stanley vs Burton Albion,"<b>Match</b>: Accrington Stanley vs Burton Albion
<b>xG For</b>: 3.72
<b>xG Against</b>: 1.56"
3915837,Bristol Rovers,0.46,0.24,"window.open(""https://www.fotmob.com//match/3915837/matchfacts/bristol-rovers-vs-oxford-united"")",Bristol Rovers vs Oxford United,"<b>Match</b>: Bristol Rovers vs Oxford United
<b>xG For</b>: 0.46
<b>xG Against</b>: 0.24"
3915837,Oxford United,0.24,0.46,"window.open(""https://www.fotmob.com//match/3915837/matchfacts/bristol-rovers-vs-oxford-united"")",Bristol Rovers vs Oxford United,"<b>Match</b>: Bristol Rovers vs Oxford United
<b>xG For</b>: 0.24
<b>xG Against</b>: 0.46"
3915838,Cambridge United,1.23,1.3,"window.open(""https://www.fotmob.com//match/3915838/matchfacts/cambridge-united-vs-exeter-city"")",Cambridge United vs Exeter City,"<b>Match</b>: Cambridge United vs Exeter City
<b>xG For</b>: 1.23
<b>xG Against</b>: 1.3"
3915838,Exeter City,1.3,1.23,"window.open(""https://www.fotmob.com//match/3915838/matchfacts/cambridge-united-vs-exeter-city"")",Cambridge United vs Exeter City,"<b>Match</b>: Cambridge United vs Exeter City
<b>xG For</b>: 1.3
<b>xG Against</b>: 1.23"
3915839,Cheltenham Town,0.96,1.76,"window.open(""https://www.fotmob.com//match/3915839/matchfacts/cheltenham-town-vs-portsmouth"")",Cheltenham Town vs Portsmouth,"<b>Match</b>: Cheltenham Town vs Portsmouth
<b>xG For</b>: 0.96
<b>xG Against</b>: 1.76"
3915839,Portsmouth,1.76,0.96,"window.open(""https://www.fotmob.com//match/3915839/matchfacts/cheltenham-town-vs-portsmouth"")",Cheltenham Town vs Portsmouth,"<b>Match</b>: Cheltenham Town vs Portsmouth
<b>xG For</b>: 1.76
<b>xG Against</b>: 0.96"
3915840,Derby County,0.82,NA,"window.open(""https://www.fotmob.com//match/3915840/matchfacts/derby-county-vs-barnsley"")",Derby County vs Barnsley,"<b>Match</b>: Derby County vs Barnsley
<b>xG For</b>: 0.82
<b>xG Against</b>: NA"
3915840,Barnsley,NA,0.82,"window.open(""https://www.fotmob.com//match/3915840/matchfacts/derby-county-vs-barnsley"")",Derby County vs Barnsley,"<b>Match</b>: Derby County vs Barnsley
<b>xG For</b>: NA
<b>xG Against</b>: 0.82"
3915841,Ipswich Town,1.09,0.42,"window.open(""https://www.fotmob.com//match/3915841/matchfacts/ipswich-town-vs-milton-keynes-dons"")",Ipswich Town vs Milton Keynes Dons,"<b>Match</b>: Ipswich Town vs Milton Keynes Dons
<b>xG For</b>: 1.09
<b>xG Against</b>: 0.42"
3915841,Milton Keynes Dons,0.42,1.09,"window.open(""https://www.fotmob.com//match/3915841/matchfacts/ipswich-town-vs-milton-keynes-dons"")",Ipswich Town vs Milton Keynes Dons,"<b>Match</b>: Ipswich Town vs Milton Keynes Dons
<b>xG For</b>: 0.42
<b>xG Against</b>: 1.09"
3915842,Lincoln City,0.91,NA,"window.open(""https://www.fotmob.com//match/3915842/matchfacts/lincoln-city-vs-forest-green-rovers"")",Lincoln City vs Forest Green Rovers,"<b>Match</b>: Lincoln City vs Forest Green Rovers
<b>xG For</b>: 0.91
<b>xG Against</b>: NA"
3915842,Forest Green Rovers,NA,0.91,"window.open(""https://www.fotmob.com//match/3915842/matchfacts/lincoln-city-vs-forest-green-rovers"")",Lincoln City vs Forest Green Rovers,"<b>Match</b>: Lincoln City vs Forest Green Rovers
<b>xG For</b>: NA
<b>xG Against</b>: 0.91"
3915843,Charlton Athletic,1.53,1.75,"window.open(""https://www.fotmob.com//match/3915843/matchfacts/charlton-athletic-vs-derby-county"")",Charlton Athletic vs Derby County,"<b>Match</b>: Charlton Athletic vs Derby County
<b>xG For</b>: 1.53
<b>xG Against</b>: 1.75"
3915843,Derby County,1.75,1.53,"window.open(""https://www.fotmob.com//match/3915843/matchfacts/charlton-athletic-vs-derby-county"")",Charlton Athletic vs Derby County,"<b>Match</b>: Charlton Athletic vs Derby County
<b>xG For</b>: 1.75
<b>xG Against</b>: 1.53"
3915844,Burton Albion,0.65,1.51,"window.open(""https://www.fotmob.com//match/3915844/matchfacts/burton-albion-vs-bristol-rovers"")",Burton Albion vs Bristol Rovers,"<b>Match</b>: Burton Albion vs Bristol Rovers
<b>xG For</b>: 0.65
<b>xG Against</b>: 1.51"
3915844,Bristol Rovers,1.51,0.65,"window.open(""https://www.fotmob.com//match/3915844/matchfacts/burton-albion-vs-bristol-rovers"")",Burton Albion vs Bristol Rovers,"<b>Match</b>: Burton Albion vs Bristol Rovers
<b>xG For</b>: 1.51
<b>xG Against</b>: 0.65"
3915846,Accrington Stanley,2.67,1.14,"window.open(""https://www.fotmob.com//match/3915846/matchfacts/accrington-stanley-vs-charlton-athletic"")",Accrington Stanley vs Charlton Athletic,"<b>Match</b>: Accrington Stanley vs Charlton Athletic
<b>xG For</b>: 2.67
<b>xG Against</b>: 1.14"
3915846,Charlton Athletic,1.14,2.67,"window.open(""https://www.fotmob.com//match/3915846/matchfacts/accrington-stanley-vs-charlton-athletic"")",Accrington Stanley vs Charlton Athletic,"<b>Match</b>: Accrington Stanley vs Charlton Athletic
<b>xG For</b>: 1.14
<b>xG Against</b>: 2.67"
3915847,Bristol Rovers,0.37,1.35,"window.open(""https://www.fotmob.com//match/3915847/matchfacts/bristol-rovers-vs-forest-green-rovers"")",Bristol Rovers vs Forest Green Rovers,"<b>Match</b>: Bristol Rovers vs Forest Green Rovers
<b>xG For</b>: 0.37
<b>xG Against</b>: 1.35"
3915847,Forest Green Rovers,1.35,0.37,"window.open(""https://www.fotmob.com//match/3915847/matchfacts/bristol-rovers-vs-forest-green-rovers"")",Bristol Rovers vs Forest Green Rovers,"<b>Match</b>: Bristol Rovers vs Forest Green Rovers
<b>xG For</b>: 1.35
<b>xG Against</b>: 0.37"
3915848,Cambridge United,0.53,0.27,"window.open(""https://www.fotmob.com//match/3915848/matchfacts/cambridge-united-vs-milton-keynes-dons"")",Cambridge United vs Milton Keynes Dons,"<b>Match</b>: Cambridge United vs Milton Keynes Dons
<b>xG For</b>: 0.53
<b>xG Against</b>: 0.27"
3915848,Milton Keynes Dons,0.27,0.53,"window.open(""https://www.fotmob.com//match/3915848/matchfacts/cambridge-united-vs-milton-keynes-dons"")",Cambridge United vs Milton Keynes Dons,"<b>Match</b>: Cambridge United vs Milton Keynes Dons
<b>xG For</b>: 0.27
<b>xG Against</b>: 0.53"
3915849,Cheltenham Town,2.51,NA,"window.open(""https://www.fotmob.com//match/3915849/matchfacts/cheltenham-town-vs-peterborough-united"")",Cheltenham Town vs Peterborough United,"<b>Match</b>: Cheltenham Town vs Peterborough United
<b>xG For</b>: 2.51
<b>xG Against</b>: NA"
3915849,Peterborough United,NA,2.51,"window.open(""https://www.fotmob.com//match/3915849/matchfacts/cheltenham-town-vs-peterborough-united"")",Cheltenham Town vs Peterborough United,"<b>Match</b>: Cheltenham Town vs Peterborough United
<b>xG For</b>: NA
<b>xG Against</b>: 2.51"
3915850,Derby County,0.67,0.37,"window.open(""https://www.fotmob.com//match/3915850/matchfacts/derby-county-vs-oxford-united"")",Derby County vs Oxford United,"<b>Match</b>: Derby County vs Oxford United
<b>xG For</b>: 0.67
<b>xG Against</b>: 0.37"
3915850,Oxford United,0.37,0.67,"window.open(""https://www.fotmob.com//match/3915850/matchfacts/derby-county-vs-oxford-united"")",Derby County vs Oxford United,"<b>Match</b>: Derby County vs Oxford United
<b>xG For</b>: 0.37
<b>xG Against</b>: 0.67"
3915851,Ipswich Town,0.93,0.96,"window.open(""https://www.fotmob.com//match/3915851/matchfacts/ipswich-town-vs-bolton-wanderers"")",Ipswich Town vs Bolton Wanderers,"<b>Match</b>: Ipswich Town vs Bolton Wanderers
<b>xG For</b>: 0.93
<b>xG Against</b>: 0.96"
3915851,Bolton Wanderers,0.96,0.93,"window.open(""https://www.fotmob.com//match/3915851/matchfacts/ipswich-town-vs-bolton-wanderers"")",Ipswich Town vs Bolton Wanderers,"<b>Match</b>: Ipswich Town vs Bolton Wanderers
<b>xG For</b>: 0.96
<b>xG Against</b>: 0.93"
3915852,Lincoln City,0.81,0.63,"window.open(""https://www.fotmob.com//match/3915852/matchfacts/lincoln-city-vs-exeter-city"")",Lincoln City vs Exeter City,"<b>Match</b>: Lincoln City vs Exeter City
<b>xG For</b>: 0.81
<b>xG Against</b>: 0.63"
3915852,Exeter City,0.63,0.81,"window.open(""https://www.fotmob.com//match/3915852/matchfacts/lincoln-city-vs-exeter-city"")",Lincoln City vs Exeter City,"<b>Match</b>: Lincoln City vs Exeter City
<b>xG For</b>: 0.63
<b>xG Against</b>: 0.81"
3915853,Morecambe,0.45,0.69,"window.open(""https://www.fotmob.com//match/3915853/matchfacts/morecambe-vs-shrewsbury-town"")",Morecambe vs Shrewsbury Town,"<b>Match</b>: Morecambe vs Shrewsbury Town
<b>xG For</b>: 0.45
<b>xG Against</b>: 0.69"
3915853,Shrewsbury Town,0.69,0.45,"window.open(""https://www.fotmob.com//match/3915853/matchfacts/morecambe-vs-shrewsbury-town"")",Morecambe vs Shrewsbury Town,"<b>Match</b>: Morecambe vs Shrewsbury Town
<b>xG For</b>: 0.69
<b>xG Against</b>: 0.45"
3915854,Plymouth Argyle,1.19,1.2,"window.open(""https://www.fotmob.com//match/3915854/matchfacts/plymouth-argyle-vs-barnsley"")",Plymouth Argyle vs Barnsley,"<b>Match</b>: Plymouth Argyle vs Barnsley
<b>xG For</b>: 1.19
<b>xG Against</b>: 1.2"
3915854,Barnsley,1.2,1.19,"window.open(""https://www.fotmob.com//match/3915854/matchfacts/plymouth-argyle-vs-barnsley"")",Plymouth Argyle vs Barnsley,"<b>Match</b>: Plymouth Argyle vs Barnsley
<b>xG For</b>: 1.2
<b>xG Against</b>: 1.19"
3915855,Port Vale,0.55,0.51,"window.open(""https://www.fotmob.com//match/3915855/matchfacts/port-vale-vs-fleetwood-town"")",Port Vale vs Fleetwood Town,"<b>Match</b>: Port Vale vs Fleetwood Town
<b>xG For</b>: 0.55
<b>xG Against</b>: 0.51"
3915855,Fleetwood Town,0.51,0.55,"window.open(""https://www.fotmob.com//match/3915855/matchfacts/port-vale-vs-fleetwood-town"")",Port Vale vs Fleetwood Town,"<b>Match</b>: Port Vale vs Fleetwood Town
<b>xG For</b>: 0.51
<b>xG Against</b>: 0.55"
3915856,Sheffield Wednesday,1.05,1.71,"window.open(""https://www.fotmob.com//match/3915856/matchfacts/sheffield-wednesday-vs-portsmouth"")",Sheffield Wednesday vs Portsmouth,"<b>Match</b>: Sheffield Wednesday vs Portsmouth
<b>xG For</b>: 1.05
<b>xG Against</b>: 1.71"
3915856,Portsmouth,1.71,1.05,"window.open(""https://www.fotmob.com//match/3915856/matchfacts/sheffield-wednesday-vs-portsmouth"")",Sheffield Wednesday vs Portsmouth,"<b>Match</b>: Sheffield Wednesday vs Portsmouth
<b>xG For</b>: 1.71
<b>xG Against</b>: 1.05"
3915857,Wycombe Wanderers,1.45,0.47,"window.open(""https://www.fotmob.com//match/3915857/matchfacts/wycombe-wanderers-vs-burton-albion"")",Wycombe Wanderers vs Burton Albion,"<b>Match</b>: Wycombe Wanderers vs Burton Albion
<b>xG For</b>: 1.45
<b>xG Against</b>: 0.47"
3915857,Burton Albion,0.47,1.45,"window.open(""https://www.fotmob.com//match/3915857/matchfacts/wycombe-wanderers-vs-burton-albion"")",Wycombe Wanderers vs Burton Albion,"<b>Match</b>: Wycombe Wanderers vs Burton Albion
<b>xG For</b>: 0.47
<b>xG Against</b>: 1.45"
3915858,Barnsley,1.46,0.74,"window.open(""https://www.fotmob.com//match/3915858/matchfacts/barnsley-vs-cheltenham-town"")",Barnsley vs Cheltenham Town,"<b>Match</b>: Barnsley vs Cheltenham Town
<b>xG For</b>: 1.46
<b>xG Against</b>: 0.74"
3915858,Cheltenham Town,0.74,1.46,"window.open(""https://www.fotmob.com//match/3915858/matchfacts/barnsley-vs-cheltenham-town"")",Barnsley vs Cheltenham Town,"<b>Match</b>: Barnsley vs Cheltenham Town
<b>xG For</b>: 0.74
<b>xG Against</b>: 1.46"
3915859,Bolton Wanderers,2.13,1.02,"window.open(""https://www.fotmob.com//match/3915859/matchfacts/bolton-wanderers-vs-wycombe-wanderers"")",Bolton Wanderers vs Wycombe Wanderers,"<b>Match</b>: Bolton Wanderers vs Wycombe Wanderers
<b>xG For</b>: 2.13
<b>xG Against</b>: 1.02"
3915859,Wycombe Wanderers,1.02,2.13,"window.open(""https://www.fotmob.com//match/3915859/matchfacts/bolton-wanderers-vs-wycombe-wanderers"")",Bolton Wanderers vs Wycombe Wanderers,"<b>Match</b>: Bolton Wanderers vs Wycombe Wanderers
<b>xG For</b>: 1.02
<b>xG Against</b>: 2.13"
3915860,Morecambe,1.24,0.98,"window.open(""https://www.fotmob.com//match/3915860/matchfacts/morecambe-vs-fleetwood-town"")",Morecambe vs Fleetwood Town,"<b>Match</b>: Morecambe vs Fleetwood Town
<b>xG For</b>: 1.24
<b>xG Against</b>: 0.98"
3915860,Fleetwood Town,0.98,1.24,"window.open(""https://www.fotmob.com//match/3915860/matchfacts/morecambe-vs-fleetwood-town"")",Morecambe vs Fleetwood Town,"<b>Match</b>: Morecambe vs Fleetwood Town
<b>xG For</b>: 0.98
<b>xG Against</b>: 1.24"
3915861,Plymouth Argyle,1.83,0.22,"window.open(""https://www.fotmob.com//match/3915861/matchfacts/plymouth-argyle-vs-peterborough-united"")",Plymouth Argyle vs Peterborough United,"<b>Match</b>: Plymouth Argyle vs Peterborough United
<b>xG For</b>: 1.83
<b>xG Against</b>: 0.22"
3915861,Peterborough United,0.22,1.83,"window.open(""https://www.fotmob.com//match/3915861/matchfacts/plymouth-argyle-vs-peterborough-united"")",Plymouth Argyle vs Peterborough United,"<b>Match</b>: Plymouth Argyle vs Peterborough United
<b>xG For</b>: 0.22
<b>xG Against</b>: 1.83"
3915862,Oxford United,2.07,0.68,"window.open(""https://www.fotmob.com//match/3915862/matchfacts/oxford-united-vs-lincoln-city"")",Oxford United vs Lincoln City,"<b>Match</b>: Oxford United vs Lincoln City
<b>xG For</b>: 2.07
<b>xG Against</b>: 0.68"
3915862,Lincoln City,0.68,2.07,"window.open(""https://www.fotmob.com//match/3915862/matchfacts/oxford-united-vs-lincoln-city"")",Oxford United vs Lincoln City,"<b>Match</b>: Oxford United vs Lincoln City
<b>xG For</b>: 0.68
<b>xG Against</b>: 2.07"
3915863,Peterborough United,1.18,0.31,"window.open(""https://www.fotmob.com//match/3915863/matchfacts/peterborough-united-vs-sheffield-wednesday"")",Peterborough United vs Sheffield Wednesday,"<b>Match</b>: Peterborough United vs Sheffield Wednesday
<b>xG For</b>: 1.18
<b>xG Against</b>: 0.31"
3915863,Sheffield Wednesday,0.31,1.18,"window.open(""https://www.fotmob.com//match/3915863/matchfacts/peterborough-united-vs-sheffield-wednesday"")",Peterborough United vs Sheffield Wednesday,"<b>Match</b>: Peterborough United vs Sheffield Wednesday
<b>xG For</b>: 0.31
<b>xG Against</b>: 1.18"
3915864,Portsmouth,1.53,0.54,"window.open(""https://www.fotmob.com//match/3915864/matchfacts/portsmouth-vs-cambridge-united"")",Portsmouth vs Cambridge United,"<b>Match</b>: Portsmouth vs Cambridge United
<b>xG For</b>: 1.53
<b>xG Against</b>: 0.54"
3915864,Cambridge United,0.54,1.53,"window.open(""https://www.fotmob.com//match/3915864/matchfacts/portsmouth-vs-cambridge-united"")",Portsmouth vs Cambridge United,"<b>Match</b>: Portsmouth vs Cambridge United
<b>xG For</b>: 0.54
<b>xG Against</b>: 1.53"
3915865,Shrewsbury Town,0.43,1.19,"window.open(""https://www.fotmob.com//match/3915865/matchfacts/shrewsbury-town-vs-derby-county"")",Shrewsbury Town vs Derby County,"<b>Match</b>: Shrewsbury Town vs Derby County
<b>xG For</b>: 0.43
<b>xG Against</b>: 1.19"
3915865,Derby County,1.19,0.43,"window.open(""https://www.fotmob.com//match/3915865/matchfacts/shrewsbury-town-vs-derby-county"")",Shrewsbury Town vs Derby County,"<b>Match</b>: Shrewsbury Town vs Derby County
<b>xG For</b>: 1.19
<b>xG Against</b>: 0.43"
3915866,Barnsley,0.69,1.53,"window.open(""https://www.fotmob.com//match/3915866/matchfacts/barnsley-vs-wycombe-wanderers"")",Barnsley vs Wycombe Wanderers,"<b>Match</b>: Barnsley vs Wycombe Wanderers
<b>xG For</b>: 0.69
<b>xG Against</b>: 1.53"
3915866,Wycombe Wanderers,1.53,0.69,"window.open(""https://www.fotmob.com//match/3915866/matchfacts/barnsley-vs-wycombe-wanderers"")",Barnsley vs Wycombe Wanderers,"<b>Match</b>: Barnsley vs Wycombe Wanderers
<b>xG For</b>: 1.53
<b>xG Against</b>: 0.69"
3915867,Bolton Wanderers,0.56,1.71,"window.open(""https://www.fotmob.com//match/3915867/matchfacts/bolton-wanderers-vs-sheffield-wednesday"")",Bolton Wanderers vs Sheffield Wednesday,"<b>Match</b>: Bolton Wanderers vs Sheffield Wednesday
<b>xG For</b>: 0.56
<b>xG Against</b>: 1.71"
3915867,Sheffield Wednesday,1.71,0.56,"window.open(""https://www.fotmob.com//match/3915867/matchfacts/bolton-wanderers-vs-sheffield-wednesday"")",Bolton Wanderers vs Sheffield Wednesday,"<b>Match</b>: Bolton Wanderers vs Sheffield Wednesday
<b>xG For</b>: 1.71
<b>xG Against</b>: 0.56"
3915868,Burton Albion,0.53,1.6,"window.open(""https://www.fotmob.com//match/3915868/matchfacts/burton-albion-vs-port-vale"")",Burton Albion vs Port Vale,"<b>Match</b>: Burton Albion vs Port Vale
<b>xG For</b>: 0.53
<b>xG Against</b>: 1.6"
3915868,Port Vale,1.6,0.53,"window.open(""https://www.fotmob.com//match/3915868/matchfacts/burton-albion-vs-port-vale"")",Burton Albion vs Port Vale,"<b>Match</b>: Burton Albion vs Port Vale
<b>xG For</b>: 1.6
<b>xG Against</b>: 0.53"
3915869,Charlton Athletic,1.24,0.64,"window.open(""https://www.fotmob.com//match/3915869/matchfacts/charlton-athletic-vs-cambridge-united"")",Charlton Athletic vs Cambridge United,"<b>Match</b>: Charlton Athletic vs Cambridge United
<b>xG For</b>: 1.24
<b>xG Against</b>: 0.64"
3915869,Cambridge United,0.64,1.24,"window.open(""https://www.fotmob.com//match/3915869/matchfacts/charlton-athletic-vs-cambridge-united"")",Charlton Athletic vs Cambridge United,"<b>Match</b>: Charlton Athletic vs Cambridge United
<b>xG For</b>: 0.64
<b>xG Against</b>: 1.24"
3915870,Milton Keynes Dons,0.45,0.84,"window.open(""https://www.fotmob.com//match/3915870/matchfacts/milton-keynes-dons-vs-port-vale"")",Milton Keynes Dons vs Port Vale,"<b>Match</b>: Milton Keynes Dons vs Port Vale
<b>xG For</b>: 0.45
<b>xG Against</b>: 0.84"
3915870,Port Vale,0.84,0.45,"window.open(""https://www.fotmob.com//match/3915870/matchfacts/milton-keynes-dons-vs-port-vale"")",Milton Keynes Dons vs Port Vale,"<b>Match</b>: Milton Keynes Dons vs Port Vale
<b>xG For</b>: 0.84
<b>xG Against</b>: 0.45"
3915871,Forest Green Rovers,0.58,1.08,"window.open(""https://www.fotmob.com//match/3915871/matchfacts/forest-green-rovers-vs-accrington-stanley"")",Forest Green Rovers vs Accrington Stanley,"<b>Match</b>: Forest Green Rovers vs Accrington Stanley
<b>xG For</b>: 0.58
<b>xG Against</b>: 1.08"
3915871,Accrington Stanley,1.08,0.58,"window.open(""https://www.fotmob.com//match/3915871/matchfacts/forest-green-rovers-vs-accrington-stanley"")",Forest Green Rovers vs Accrington Stanley,"<b>Match</b>: Forest Green Rovers vs Accrington Stanley
<b>xG For</b>: 1.08
<b>xG Against</b>: 0.58"
3915872,Fleetwood Town,0.6,0.65,"window.open(""https://www.fotmob.com//match/3915872/matchfacts/fleetwood-town-vs-cheltenham-town"")",Fleetwood Town vs Cheltenham Town,"<b>Match</b>: Fleetwood Town vs Cheltenham Town
<b>xG For</b>: 0.6
<b>xG Against</b>: 0.65"
3915872,Cheltenham Town,0.65,0.6,"window.open(""https://www.fotmob.com//match/3915872/matchfacts/fleetwood-town-vs-cheltenham-town"")",Fleetwood Town vs Cheltenham Town,"<b>Match</b>: Fleetwood Town vs Cheltenham Town
<b>xG For</b>: 0.65
<b>xG Against</b>: 0.6"
3915873,Port Vale,1.06,1.07,"window.open(""https://www.fotmob.com//match/3915873/matchfacts/port-vale-vs-bolton-wanderers"")",Port Vale vs Bolton Wanderers,"<b>Match</b>: Port Vale vs Bolton Wanderers
<b>xG For</b>: 1.06
<b>xG Against</b>: 1.07"
3915873,Bolton Wanderers,1.07,1.06,"window.open(""https://www.fotmob.com//match/3915873/matchfacts/port-vale-vs-bolton-wanderers"")",Port Vale vs Bolton Wanderers,"<b>Match</b>: Port Vale vs Bolton Wanderers
<b>xG For</b>: 1.07
<b>xG Against</b>: 1.06"
3915874,Sheffield Wednesday,0.72,0.64,"window.open(""https://www.fotmob.com//match/3915874/matchfacts/sheffield-wednesday-vs-charlton-athletic"")",Sheffield Wednesday vs Charlton Athletic,"<b>Match</b>: Sheffield Wednesday vs Charlton Athletic
<b>xG For</b>: 0.72
<b>xG Against</b>: 0.64"
3915874,Charlton Athletic,0.64,0.72,"window.open(""https://www.fotmob.com//match/3915874/matchfacts/sheffield-wednesday-vs-charlton-athletic"")",Sheffield Wednesday vs Charlton Athletic,"<b>Match</b>: Sheffield Wednesday vs Charlton Athletic
<b>xG For</b>: 0.64
<b>xG Against</b>: 0.72"
3915875,Wycombe Wanderers,0.81,1.35,"window.open(""https://www.fotmob.com//match/3915875/matchfacts/wycombe-wanderers-vs-shrewsbury-town"")",Wycombe Wanderers vs Shrewsbury Town,"<b>Match</b>: Wycombe Wanderers vs Shrewsbury Town
<b>xG For</b>: 0.81
<b>xG Against</b>: 1.35"
3915875,Shrewsbury Town,1.35,0.81,"window.open(""https://www.fotmob.com//match/3915875/matchfacts/wycombe-wanderers-vs-shrewsbury-town"")",Wycombe Wanderers vs Shrewsbury Town,"<b>Match</b>: Wycombe Wanderers vs Shrewsbury Town
<b>xG For</b>: 1.35
<b>xG Against</b>: 0.81"
3915876,Barnsley,0.9,0.49,"window.open(""https://www.fotmob.com//match/3915876/matchfacts/barnsley-vs-bristol-rovers"")",Barnsley vs Bristol Rovers,"<b>Match</b>: Barnsley vs Bristol Rovers
<b>xG For</b>: 0.9
<b>xG Against</b>: 0.49"
3915876,Bristol Rovers,0.49,0.9,"window.open(""https://www.fotmob.com//match/3915876/matchfacts/barnsley-vs-bristol-rovers"")",Barnsley vs Bristol Rovers,"<b>Match</b>: Barnsley vs Bristol Rovers
<b>xG For</b>: 0.49
<b>xG Against</b>: 0.9"
